Date,Opp,Dec,DR,H,ER,BB,SO,HR,HBP,FIP,GSc,2B,Outs,points,QS,pitcher,code
2023-04-26,CHC,0,5,4,3,1,5,1,0,4.33,51,1,15,9,0.0,Michael Wacha,wachami01
2023-05-02,CIN,0,5,2,0,2,3,0,1,4.22,69,0,18,16,1.0,Michael Wacha,wachami01
2023-05-09,MIN,1,6,3,1,3,4,0,0,4.09,63,1,18,17,1.0,Michael Wacha,wachami01
2023-05-15,KCR,1,5,1,0,1,11,0,1,3.6,85,0,21,32,1.0,Michael Wacha,wachami01
2023-05-21,BOS,1,5,5,0,1,4,0,0,3.46,65,0,18,19,1.0,Michael Wacha,wachami01
2023-05-27,NYY,0,5,5,2,0,4,1,0,3.52,63,1,21,16,1.0,Michael Wacha,wachami01
2023-06-02,CHC,-1,5,3,2,5,8,1,0,3.7,53,0,14,7,0.0,Michael Wacha,wachami01
2023-06-07,SEA,1,4,2,0,1,7,0,0,3.5,74,2,18,25,1.0,Michael Wacha,wachami01
2023-06-14,CLE,1,6,4,0,1,5,0,0,3.38,70,0,20,23,1.0,Michael Wacha,wachami01
2023-06-19,SFG,0,4,4,2,2,0,2,0,3.77,54,0,18,8,1.0,Michael Wacha,wachami01
2023-07-01,CIN,1,11,5,1,2,4,0,0,3.72,55,3,15,13,0.0,Michael Wacha,wachami01
2023-08-21,MIA,1,5,5,1,2,7,1,0,3.68,59,0,16,17,0.0,Michael Wacha,wachami01
2023-08-27,MIL,0,5,4,4,5,5,1,0,3.83,44,1,16,4,0.0,Michael Wacha,wachami01
2023-09-01,SFG,1,4,6,2,2,6,1,0,3.87,56,3,18,15,1.0,Michael Wacha,wachami01
2023-09-06,PHI,-1,4,7,3,3,6,1,0,3.93,39,2,12,-1,0.0,Michael Wacha,wachami01
2023-09-12,LAD,-1,5,7,7,3,3,2,0,4.16,20,1,12,-12,0.0,Michael Wacha,wachami01
2023-05-22,STL,0,5,4,3,4,3,1,0,5.86,40,0,13,2,0.0,Brandon Williamson,willibr02
2023-05-27,CHC,0,4,6,4,3,3,0,0,5.28,35,1,13,-1,0.0,Brandon Williamson,willibr02
2023-06-02,MIL,0,5,5,2,2,6,1,1,5.12,58,1,20,14,1.0,Brandon Williamson,willibr02
2023-06-07,LAD,0,4,8,6,2,3,3,0,6.19,30,3,17,-2,0.0,Brandon Williamson,willibr02
2023-06-13,KCR,1,5,7,3,0,1,1,0,6.07,40,2,15,6,0.0,Brandon Williamson,willibr02
2023-06-19,COL,0,5,6,3,0,5,1,0,5.77,48,1,15,8,0.0,Brandon Williamson,willibr02
2023-06-26,BAL,-1,6,2,3,4,2,0,0,5.85,38,0,6,-7,0.0,Brandon Williamson,willibr02
2023-07-01,SDP,-1,4,3,2,1,5,0,0,5.39,57,1,15,9,0.0,Brandon Williamson,willibr02
2023-07-06,WSN,0,4,1,0,1,4,0,0,5.15,60,1,9,11,0.0,Brandon Williamson,willibr02
2023-07-17,SFG,0,10,4,2,3,3,2,0,5.48,56,2,18,10,1.0,Brandon Williamson,willibr02
2023-07-22,ARI,1,4,3,1,1,5,0,0,5.14,66,2,18,20,1.0,Brandon Williamson,willibr02
2023-07-28,LAD,1,5,8,2,4,2,0,0,5.09,43,3,17,6,0.0,Brandon Williamson,willibr02
2023-08-02,CHC,0,4,4,5,2,7,2,0,5.24,40,1,13,4,0.0,Brandon Williamson,willibr02
2023-08-07,MIA,1,4,3,1,0,9,1,0,5.0,73,0,20,27,1.0,Brandon Williamson,willibr02
2023-08-13,PIT,0,5,2,1,2,6,0,0,4.8,65,0,17,17,0.0,Brandon Williamson,willibr02
2023-08-19,TOR,-1,5,9,4,1,6,1,0,4.75,40,0,17,2,0.0,Brandon Williamson,willibr02
2023-08-24,ARI,0,4,6,0,1,6,0,0,4.55,65,0,18,17,1.0,Brandon Williamson,willibr02
2023-08-29,SFG,-1,4,6,3,0,5,1,0,4.51,49,2,18,8,1.0,Brandon Williamson,willibr02
2023-09-12,DET,0,13,7,5,2,4,1,0,4.57,30,2,12,-3,0.0,Brandon Williamson,willibr02
2023-09-17,NYM,-1,4,6,3,1,2,0,1,4.54,39,1,12,-3,0.0,Brandon Williamson,willibr02
2023-05-19,CHC,-1,5,5,4,3,4,0,0,2.59,31,1,6,-9,0.0,Ranger Suárez,suarera01
2023-05-24,ARI,0,4,5,5,1,5,1,0,3.44,41,3,15,4,0.0,Ranger Suárez,suarera01
2023-05-30,NYM,-1,5,5,2,2,4,1,0,4.0,58,0,20,10,1.0,Ranger Suárez,suarera01
2023-06-04,WSN,1,4,8,1,1,3,0,0,3.67,59,1,21,16,1.0,Ranger Suárez,suarera01
2023-06-09,LAD,0,4,4,1,2,8,0,0,3.26,66,2,18,18,1.0,Ranger Suárez,suarera01
2023-06-14,ARI,0,4,4,0,2,7,0,0,3.05,74,1,21,22,1.0,Ranger Suárez,suarera01
2023-06-20,ATL,0,5,4,1,2,7,1,0,3.19,65,0,18,17,1.0,Ranger Suárez,suarera01
2023-06-27,CHC,1,6,4,1,1,8,0,1,3.01,73,1,22,25,1.0,Ranger Suárez,suarera01
2023-07-02,WSN,-1,4,7,5,3,5,2,0,3.47,36,1,16,-2,0.0,Ranger Suárez,suarera01
2023-07-08,MIA,-1,5,8,3,4,4,1,0,3.73,39,0,17,0,0.0,Ranger Suárez,suarera01
2023-07-15,SDP,0,6,6,3,3,3,1,0,3.92,48,0,18,6,1.0,Ranger Suárez,suarera01
2023-07-21,CLE,-1,5,8,4,2,5,0,0,3.82,38,2,15,-1,0.0,Ranger Suárez,suarera01
2023-07-26,BAL,0,4,7,4,1,6,1,0,3.83,47,2,18,8,0.0,Ranger Suárez,suarera01
2023-08-01,MIA,0,5,10,1,2,3,0,0,3.79,50,2,19,8,1.0,Ranger Suárez,suarera01
2023-08-08,WSN,0,6,6,2,2,5,1,0,3.85,52,0,17,10,0.0,Ranger Suárez,suarera01
2023-08-13,MIN,-1,4,6,2,3,8,1,0,3.88,58,0,19,11,1.0,Ranger Suárez,suarera01
2023-09-03,MIL,0,20,5,2,2,5,2,0,4.07,47,0,12,6,0.0,Ranger Suárez,suarera01
2023-09-10,MIA,0,6,2,3,3,10,0,0,3.92,64,2,19,18,1.0,Ranger Suárez,suarera01
2023-09-16,STL,1,5,4,1,4,5,0,0,3.9,61,1,18,16,1.0,Ranger Suárez,suarera01
2023-04-08,ARI,-1,5,8,6,0,2,2,2,4.86,24,2,12,-11,0.0,Noah Syndergaard,syndeno01
2023-04-14,CHC,-1,5,6,3,2,9,1,0,4.32,55,2,18,10,1.0,Noah Syndergaard,syndeno01
2023-04-19,NYM,-1,4,5,2,2,2,1,0,4.71,54,0,18,6,1.0,Noah Syndergaard,syndeno01
2023-04-25,PIT,0,5,9,7,0,2,1,1,4.95,18,1,12,-10,0.0,Noah Syndergaard,syndeno01
2023-04-30,STL,1,4,8,3,0,0,0,0,4.66,40,2,16,5,0.0,Noah Syndergaard,syndeno01
2023-05-09,MIL,0,8,1,0,1,0,0,0,4.71,50,0,3,1,0.0,Noah Syndergaard,syndeno01
2023-05-15,MIN,0,5,4,2,0,5,1,0,4.64,51,0,12,9,0.0,Noah Syndergaard,syndeno01
2023-05-20,STL,0,4,4,3,1,4,0,1,4.42,50,1,15,7,0.0,Noah Syndergaard,syndeno01
2023-05-26,TBR,-1,5,8,6,1,3,1,0,4.49,34,2,18,-3,0.0,Noah Syndergaard,syndeno01
2023-05-31,WSN,0,4,7,5,2,2,3,1,5.21,33,1,15,-3,0.0,Noah Syndergaard,syndeno01
2023-06-07,CIN,0,6,7,6,0,3,2,1,5.52,24,0,9,-8,0.0,Noah Syndergaard,syndeno01
2023-08-05,CHW,-1,4,9,5,0,3,4,1,6.01,37,1,18,-2,0.0,Noah Syndergaard,syndeno01
2023-08-10,TOR,1,4,6,1,2,5,0,1,5.78,56,2,17,14,0.0,Noah Syndergaard,syndeno01
2023-08-16,CIN,-1,5,8,5,2,3,2,1,6.01,26,1,13,-8,0.0,Noah Syndergaard,syndeno01
2023-08-22,LAD,0,5,4,3,1,4,1,0,5.91,55,1,18,11,1.0,Noah Syndergaard,syndeno01
2023-08-27,TOR,0,4,4,5,3,3,3,0,6.2,44,0,18,4,0.0,Noah Syndergaard,syndeno01
2023-05-12,BOS,0,5,7,4,2,2,2,0,5.06,37,3,15,0,0.0,Adam Wainwright,wainwad01
2023-05-18,LAD,1,5,5,2,3,1,0,0,4.86,43,2,17,9,0.0,Adam Wainwright,wainwad01
2023-05-23,CIN,1,4,8,5,1,2,1,0,4.99,34,4,17,3,0.0,Adam Wainwright,wainwad01
2023-05-29,KCR,-1,5,9,3,2,6,0,0,4.44,41,2,15,1,0.0,Adam Wainwright,wainwad01
2023-06-05,TEX,0,6,8,3,2,3,0,0,4.24,41,2,16,3,0.0,Adam Wainwright,wainwad01
2023-06-11,CIN,0,5,8,3,1,2,1,0,4.41,42,0,17,4,0.0,Adam Wainwright,wainwad01
2023-06-17,NYM,1,5,7,3,2,3,2,0,4.84,48,1,19,10,1.0,Adam Wainwright,wainwad01
2023-06-24,CHC,-1,6,11,7,1,0,2,0,5.36,8,2,9,-20,0.0,Adam Wainwright,wainwad01
2023-06-29,HOU,-1,4,6,6,3,1,0,0,5.43,17,2,5,-18,0.0,Adam Wainwright,wainwad01
2023-07-04,MIA,-1,4,7,4,2,3,2,1,5.85,25,1,10,-8,0.0,Adam Wainwright,wainwad01
2023-07-24,ARI,0,19,4,2,2,3,0,0,5.62,52,0,15,8,0.0,Adam Wainwright,wainwad01
2023-07-29,CHC,-1,4,7,4,3,3,2,0,5.86,42,1,18,0,0.0,Adam Wainwright,wainwad01
2023-08-04,COL,-1,5,9,7,2,5,0,0,5.68,16,3,9,-14,0.0,Adam Wainwright,wainwad01
2023-08-11,KCR,-1,6,9,8,0,0,2,0,6.04,3,2,3,-25,0.0,Adam Wainwright,wainwad01
2023-08-17,NYM,-1,5,4,3,3,2,1,0,6.05,51,2,18,4,1.0,Adam Wainwright,wainwad01
2023-08-22,PIT,-1,4,7,6,1,3,1,0,6.01,28,2,14,-6,0.0,Adam Wainwright,wainwad01
2023-08-28,SDP,-1,5,8,1,3,1,0,0,5.9,50,1,18,3,1.0,Adam Wainwright,wainwad01
2023-09-07,ATL,-1,9,8,6,3,4,4,0,6.33,30,1,17,-5,0.0,Adam Wainwright,wainwad01
2023-09-12,BAL,1,4,7,2,3,3,0,0,6.2,45,2,15,7,0.0,Adam Wainwright,wainwad01
2023-06-10,STL,1,4,5,0,3,4,0,0,3.35,60,0,17,16,0.0,Andrew Abbott,abbotan01
2023-06-16,HOU,1,5,4,0,2,2,0,0,3.43,64,0,18,17,1.0,Andrew Abbott,abbotan01
2023-06-21,COL,0,4,4,3,0,10,3,0,4.19,62,0,18,18,1.0,Andrew Abbott,abbotan01
2023-06-27,BAL,1,5,2,1,3,8,0,0,3.77,69,0,18,22,1.0,Andrew Abbott,abbotan01
2023-07-02,SDP,0,4,4,1,1,12,1,0,3.45,78,0,23,28,1.0,Andrew Abbott,abbotan01
2023-07-07,MIL,-1,4,9,6,1,6,2,0,3.84,26,3,13,-6,0.0,Andrew Abbott,abbotan01
2023-07-15,MIL,-1,7,3,2,2,3,2,0,4.31,59,0,18,9,1.0,Andrew Abbott,abbotan01
2023-07-20,SFG,1,4,1,0,2,6,0,0,4.05,84,1,24,30,1.0,Andrew Abbott,abbotan01
2023-07-25,MIL,1,4,7,0,1,9,0,0,3.73,66,1,18,22,1.0,Andrew Abbott,abbotan01
2023-07-31,CHC,0,5,5,4,3,5,1,0,3.89,36,3,10,-1,0.0,Andrew Abbott,abbotan01
2023-08-05,WSN,-1,4,9,6,5,3,0,0,3.97,25,5,17,-9,0.0,Andrew Abbott,abbotan01
2023-08-11,PIT,1,5,4,2,0,9,1,0,3.85,62,1,17,21,0.0,Andrew Abbott,abbotan01
2023-08-16,CLE,1,4,6,2,0,5,1,0,3.85,52,0,15,13,0.0,Andrew Abbott,abbotan01
2023-08-23,LAA,0,6,5,3,4,5,1,0,4.0,41,2,12,2,0.0,Andrew Abbott,abbotan01
2023-08-28,SFG,-1,4,5,3,3,6,0,0,3.94,41,2,10,-1,0.0,Andrew Abbott,abbotan01
2023-09-02,CHC,0,4,4,1,2,5,1,0,3.99,64,0,19,16,1.0,Andrew Abbott,abbotan01
2023-09-08,STL,-1,5,4,6,3,3,1,0,4.12,30,1,12,-7,0.0,Andrew Abbott,abbotan01
2023-09-16,NYM,0,7,6,2,3,5,0,1,4.11,43,2,11,2,0.0,Andrew Abbott,abbotan01
2023-04-18,CIN,1,5,3,0,1,9,0,0,0.55,70,0,16,24,0.0,Taj Bradley,bradlta01
2023-04-24,HOU,1,5,4,3,0,6,2,1,2.54,53,0,15,13,0.0,Taj Bradley,bradlta01
2023-05-18,NYM,0,23,3,2,2,4,1,0,3.26,55,0,15,10,0.0,Taj Bradley,bradlta01
2023-05-23,TOR,-1,4,9,4,0,7,1,0,3.22,35,1,12,-1,0.0,Taj Bradley,bradlta01
2023-05-29,CHC,-1,5,3,0,1,8,0,0,2.79,68,0,17,18,0.0,Taj Bradley,bradlta01
2023-06-04,BOS,1,5,6,2,3,6,0,0,2.77,50,2,15,11,0.0,Taj Bradley,bradlta01
2023-06-10,TEX,-1,5,4,4,4,4,0,0,2.92,35,2,11,-4,0.0,Taj Bradley,bradlta01
2023-06-15,OAK,0,4,4,2,3,11,0,0,2.66,53,0,13,13,0.0,Taj Bradley,bradlta01
2023-06-21,BAL,1,5,3,1,0,8,1,0,2.67,70,0,18,24,1.0,Taj Bradley,bradlta01
2023-06-27,ARI,-1,5,8,7,1,2,4,0,3.68,19,1,12,-12,0.0,Taj Bradley,bradlta01
2023-07-02,SEA,0,4,9,5,1,3,1,0,3.83,24,4,10,-7,0.0,Taj Bradley,bradlta01
2023-07-08,ATL,-1,5,5,4,2,4,1,0,3.96,43,1,15,1,0.0,Taj Bradley,bradlta01
2023-07-18,TEX,-1,9,5,2,2,9,1,0,3.92,56,0,15,10,0.0,Taj Bradley,bradlta01
2023-07-23,BAL,0,4,5,3,1,6,1,0,3.93,50,3,15,9,0.0,Taj Bradley,bradlta01
2023-07-29,HOU,-1,5,3,5,4,4,1,0,4.13,34,0,10,-6,0.0,Taj Bradley,bradlta01
2023-09-08,SEA,0,4,6,4,2,5,3,0,4.43,48,3,19,8,0.0,Taj Bradley,bradlta01
2023-09-13,MIN,0,4,4,4,3,7,2,0,4.61,44,2,14,6,0.0,Taj Bradley,bradlta01
2023-04-07,PHI,0,7,5,2,3,5,0,0,3.89,48,3,14,7,0.0,Hunter Greene,greenhu01
2023-04-12,ATL,0,4,7,3,0,10,0,1,2.4,56,4,18,14,1.0,Hunter Greene,greenhu01
2023-04-17,TBR,0,4,3,0,0,1,0,0,2.44,54,2,9,7,0.0,Hunter Greene,greenhu01
2023-04-23,PIT,-1,5,4,1,2,6,0,0,2.39,64,1,18,13,1.0,Hunter Greene,greenhu01
2023-04-29,OAK,0,5,5,0,3,10,0,1,2.26,60,1,15,16,0.0,Hunter Greene,greenhu01
2023-05-05,CHW,-1,5,7,5,1,7,2,0,2.87,41,0,17,3,0.0,Hunter Greene,greenhu01
2023-05-10,NYM,-1,4,6,2,4,4,1,1,3.44,48,1,16,2,0.0,Hunter Greene,greenhu01
2023-05-15,COL,0,4,9,6,1,8,2,0,3.73,27,2,12,-2,0.0,Hunter Greene,greenhu01
2023-05-21,NYY,-1,5,4,4,3,10,2,0,3.96,60,1,21,13,0.0,Hunter Greene,greenhu01
2023-05-26,CHC,1,4,0,0,2,11,0,0,3.6,81,0,18,30,1.0,Hunter Greene,greenhu01
2023-06-01,BOS,0,5,2,1,3,8,0,0,3.45,69,1,18,19,1.0,Hunter Greene,greenhu01
2023-06-11,STL,0,9,6,3,2,9,0,1,3.3,51,2,16,10,0.0,Hunter Greene,greenhu01
2023-06-17,HOU,1,5,5,2,4,3,1,0,3.56,53,2,18,11,1.0,Hunter Greene,greenhu01
2023-08-25,ARI,-1,4,5,5,5,4,0,0,4.45,30,1,11,-8,0.0,Hunter Greene,greenhu01
2023-08-30,SFG,1,4,3,0,1,6,0,1,4.3,65,2,16,20,0.0,Hunter Greene,greenhu01
2023-09-10,STL,1,10,1,0,4,9,0,0,4.17,73,0,18,25,1.0,Hunter Greene,greenhu01
2023-09-15,NYM,0,4,4,3,1,6,1,0,4.16,54,1,17,12,0.0,Hunter Greene,greenhu01
2023-04-10,CHW,-1,5,8,4,0,3,1,0,3.44,43,2,18,2,0.0,Kenta Maeda,maedake01
2023-04-20,BOS,-1,9,1,1,1,0,1,0,4.64,49,0,6,-1,0.0,Kenta Maeda,maedake01
2023-04-26,NYY,-1,5,11,10,2,2,0,0,4.51,-3,5,9,-25,0.0,Kenta Maeda,maedake01
2023-06-28,ATL,-1,4,5,2,2,4,0,0,3.57,51,1,15,5,0.0,Kenta Maeda,maedake01
2023-07-04,KCR,1,5,3,1,1,9,1,0,3.44,73,0,21,27,1.0,Kenta Maeda,maedake01
2023-07-14,OAK,0,9,4,3,4,6,0,0,3.43,41,1,9,1,0.0,Kenta Maeda,maedake01
2023-07-19,SEA,0,4,3,2,0,9,1,0,3.28,68,0,19,21,1.0,Kenta Maeda,maedake01
2023-07-24,SEA,0,4,6,1,2,8,1,0,3.34,63,2,19,17,1.0,Kenta Maeda,maedake01
2023-07-30,KCR,-1,5,4,2,2,7,1,0,3.43,56,1,15,9,0.0,Kenta Maeda,maedake01
2023-08-05,ARI,1,5,2,1,0,7,1,1,3.44,71,0,18,23,1.0,Kenta Maeda,maedake01
2023-08-10,DET,-1,4,3,1,1,4,1,0,3.55,65,0,18,13,1.0,Kenta Maeda,maedake01
2023-08-16,DET,0,5,7,3,1,6,2,0,3.78,41,1,12,4,0.0,Kenta Maeda,maedake01
2023-08-23,MIL,0,6,4,3,2,6,1,1,3.88,51,1,15,8,0.0,Kenta Maeda,maedake01
2023-08-28,CLE,0,4,7,6,1,3,1,0,3.97,26,4,12,-5,0.0,Kenta Maeda,maedake01
2023-09-03,TEX,0,5,9,3,2,3,1,0,4.08,38,3,15,1,0.0,Kenta Maeda,maedake01
2023-09-09,NYM,1,5,5,2,1,2,1,1,4.2,51,0,16,10,0.0,Kenta Maeda,maedake01
2023-09-14,CHW,1,4,4,2,1,8,1,0,4.14,68,0,21,23,1.0,Kenta Maeda,maedake01
2023-05-29,WSN,1,5,4,1,1,4,0,0,2.17,63,2,18,18,1.0,Bobby Miller,millebo06
2023-06-04,NYY,0,5,1,0,2,7,0,0,2.08,75,0,18,22,1.0,Bobby Miller,millebo06
2023-06-10,PHI,1,5,3,0,3,7,0,0,2.17,70,1,18,22,1.0,Bobby Miller,millebo06
2023-06-17,SFG,-1,6,7,7,3,5,1,1,2.91,29,1,17,-6,0.0,Bobby Miller,millebo06
2023-06-24,HOU,0,6,10,6,3,3,1,0,3.44,18,3,12,-10,0.0,Bobby Miller,millebo06
2023-06-30,KCR,1,5,5,3,1,4,0,1,3.36,50,1,17,11,0.0,Bobby Miller,millebo06
2023-07-05,PIT,1,4,5,4,1,7,2,0,3.69,49,1,17,13,0.0,Bobby Miller,millebo06
2023-07-16,NYM,0,10,3,1,1,5,0,1,3.57,58,1,14,12,0.0,Bobby Miller,millebo06
2023-07-22,TEX,1,5,7,3,0,6,1,1,3.61,52,1,18,13,1.0,Bobby Miller,millebo06
2023-07-28,CIN,-1,5,6,3,0,6,1,0,3.6,49,2,15,6,0.0,Bobby Miller,millebo06
2023-08-04,SDP,0,6,6,1,1,3,0,0,3.53,45,1,11,5,0.0,Bobby Miller,millebo06
2023-08-09,ARI,0,4,4,0,4,4,0,0,3.56,64,1,18,14,1.0,Bobby Miller,millebo06
2023-08-15,MIL,1,5,1,1,1,4,0,0,3.47,69,0,18,21,1.0,Bobby Miller,millebo06
2023-08-22,CLE,-1,6,6,4,1,5,1,0,3.53,49,0,19,6,0.0,Bobby Miller,millebo06
2023-08-28,ARI,1,5,7,4,2,4,1,0,3.64,44,2,18,8,0.0,Bobby Miller,millebo06
2023-09-03,ATL,1,5,3,1,1,5,1,0,3.67,71,1,21,23,1.0,Bobby Miller,millebo06
2023-09-09,WSN,0,5,6,5,2,8,1,1,3.7,51,0,21,10,0.0,Bobby Miller,millebo06
2023-09-15,SEA,1,5,6,3,2,7,1,0,3.73,50,0,17,13,0.0,Bobby Miller,millebo06
2023-04-29,SFG,0,6,6,7,1,3,3,1,8.06,22,1,10,-9,0.0,Joe Musgrove,musgrjo01
2023-05-07,LAD,0,7,2,0,3,5,0,0,6.19,63,1,15,15,0.0,Joe Musgrove,musgrjo01
2023-05-13,LAD,-1,5,8,4,4,5,1,0,6.1,38,2,17,-1,0.0,Joe Musgrove,musgrjo01
2023-05-20,BOS,-1,6,6,4,1,6,1,1,5.8,44,2,15,2,0.0,Joe Musgrove,musgrjo01
2023-05-26,NYY,1,5,6,1,0,6,0,0,4.88,63,1,19,20,1.0,Joe Musgrove,musgrjo01
2023-06-01,MIA,1,5,3,0,3,3,0,0,4.69,64,0,18,18,1.0,Joe Musgrove,musgrjo01
2023-06-06,SEA,0,4,4,1,1,8,0,0,4.2,62,0,15,16,0.0,Joe Musgrove,musgrjo01
2023-06-13,CLE,1,6,7,3,1,5,1,0,4.21,50,1,18,12,1.0,Joe Musgrove,musgrjo01
2023-06-18,TBR,1,4,6,2,1,1,0,2,4.24,52,0,18,9,1.0,Joe Musgrove,musgrjo01
2023-06-23,WSN,1,4,6,1,0,7,0,0,3.89,68,4,21,23,1.0,Joe Musgrove,musgrjo01
2023-06-29,PIT,0,5,7,2,1,6,0,0,3.7,55,2,18,12,1.0,Joe Musgrove,musgrjo01
2023-07-04,LAA,1,4,3,1,1,11,1,0,3.57,77,0,21,29,1.0,Joe Musgrove,musgrjo01
2023-07-09,NYM,1,4,3,0,0,7,0,4,3.52,73,0,18,21,1.0,Joe Musgrove,musgrjo01
2023-07-18,TOR,1,8,5,1,1,7,0,1,3.41,64,0,18,19,1.0,Joe Musgrove,musgrjo01
2023-07-23,DET,-1,4,7,3,1,6,2,0,3.59,51,0,18,7,1.0,Joe Musgrove,musgrjo01
2023-07-28,TEX,1,4,4,0,2,5,0,0,3.53,67,2,18,20,1.0,Joe Musgrove,musgrjo01
2023-06-03,BOS,0,6,4,1,3,6,0,0,2.95,59,2,16,13,0.0,Tyler Glasnow,glasnty01
2023-06-09,TEX,1,5,1,1,3,6,1,0,3.71,69,0,18,21,1.0,Tyler Glasnow,glasnty01
2023-06-14,OAK,1,4,6,3,4,6,1,0,4.21,46,1,16,9,0.0,Tyler Glasnow,glasnty01
2023-06-20,BAL,-1,5,6,6,2,7,2,0,4.76,32,1,13,-3,0.0,Tyler Glasnow,glasnty01
2023-06-25,KCR,0,4,4,1,1,12,0,0,3.82,66,0,15,20,0.0,Tyler Glasnow,glasnty01
2023-07-01,SEA,-1,5,7,3,1,11,1,1,3.65,53,3,17,10,0.0,Tyler Glasnow,glasnty01
2023-07-07,ATL,-1,5,2,1,1,8,1,0,3.6,66,0,17,17,0.0,Tyler Glasnow,glasnty01
2023-07-15,KCR,1,7,6,1,2,7,1,0,3.66,61,1,18,18,1.0,Tyler Glasnow,glasnty01
2023-07-20,BAL,0,4,6,2,0,9,0,0,3.28,64,0,21,20,1.0,Tyler Glasnow,glasnty01
2023-07-25,MIA,1,4,2,1,2,8,0,0,3.11,75,0,21,26,1.0,Tyler Glasnow,glasnty01
2023-07-31,NYY,1,5,3,1,2,8,1,0,3.17,73,0,21,25,1.0,Tyler Glasnow,glasnty01
2023-08-14,SFG,1,13,3,1,3,7,0,0,3.11,66,0,18,20,1.0,Tyler Glasnow,glasnty01
2023-08-19,LAA,-1,4,8,4,0,7,1,0,3.11,41,1,18,6,0.0,Tyler Glasnow,glasnty01
2023-08-26,NYY,1,6,1,0,2,4,0,0,3.1,72,0,18,22,1.0,Tyler Glasnow,glasnty01
2023-09-01,CLE,-1,5,7,3,0,6,0,0,2.98,57,2,21,11,1.0,Tyler Glasnow,glasnty01
2023-09-06,BOS,1,4,3,1,1,14,0,0,2.75,75,1,18,29,1.0,Tyler Glasnow,glasnty01
2023-09-11,MIN,1,4,6,4,2,8,2,0,2.93,50,0,18,13,0.0,Tyler Glasnow,glasnty01
2023-09-16,BAL,-1,4,8,6,2,4,1,0,3.04,24,0,12,-9,0.0,Tyler Glasnow,glasnty01
2023-04-08,DET,1,5,3,2,2,4,0,0,4.96,55,1,15,13,0.0,Tanner Houck,houckta01
2023-04-14,LAA,0,5,4,2,4,6,0,0,4.47,48,1,12,6,0.0,Tanner Houck,houckta01
2023-04-20,MIN,1,5,6,3,1,7,1,0,4.16,59,2,21,18,1.0,Tanner Houck,houckta01
2023-04-26,BAL,-1,5,7,3,2,2,0,0,4.07,39,0,15,-1,0.0,Tanner Houck,houckta01
2023-05-02,TOR,0,5,6,6,3,5,1,0,4.29,38,1,18,2,0.0,Tanner Houck,houckta01
2023-05-07,PHI,-1,4,5,3,1,4,0,0,4.0,50,0,17,6,0.0,Tanner Houck,houckta01
2023-05-15,SEA,-1,7,5,4,1,5,1,0,4.06,45,2,15,3,0.0,Tanner Houck,houckta01
2023-05-22,LAA,0,6,3,1,2,8,0,1,3.81,68,0,18,18,1.0,Tanner Houck,houckta01
2023-05-28,ARI,-1,5,6,4,0,4,2,0,4.11,38,0,12,-1,0.0,Tanner Houck,houckta01
2023-06-04,TBR,-1,6,5,4,4,6,0,0,4.04,43,1,15,1,0.0,Tanner Houck,houckta01
2023-06-10,NYY,-1,5,3,2,1,6,2,1,4.28,63,1,18,12,1.0,Tanner Houck,houckta01
2023-06-16,NYY,0,5,4,1,1,2,0,0,4.21,51,1,12,7,0.0,Tanner Houck,houckta01
2023-08-27,LAD,-1,4,5,1,2,4,1,0,4.47,50,3,12,4,0.0,Tanner Houck,houckta01
2023-09-02,KCR,1,5,7,4,1,5,0,3,4.42,41,4,15,4,0.0,Tanner Houck,houckta01
2023-09-08,BAL,-1,5,8,5,2,5,1,0,4.46,35,2,16,-2,0.0,Tanner Houck,houckta01
2023-09-14,NYY,1,5,4,0,3,7,0,0,4.32,68,2,18,21,1.0,Tanner Houck,houckta01
2023-05-18,WSN,1,5,3,1,1,6,1,0,5.54,62,1,15,18,0.0,Eury Pérez,perezeu02
2023-05-23,COL,-1,4,4,3,3,3,0,0,5.05,41,2,13,0,0.0,Eury Pérez,perezeu02
2023-05-28,LAA,1,4,2,0,4,3,0,0,4.89,62,0,15,15,0.0,Eury Pérez,perezeu02
2023-06-03,OAK,1,5,4,0,1,5,0,0,4.26,63,3,15,18,0.0,Eury Pérez,perezeu02
2023-06-09,CHW,0,5,5,1,2,6,1,0,4.33,57,1,15,12,0.0,Eury Pérez,perezeu02
2023-06-14,SEA,1,4,2,0,1,6,0,0,3.89,73,2,18,24,1.0,Eury Pérez,perezeu02
2023-06-20,TOR,0,5,3,0,0,9,0,0,3.36,75,1,18,24,1.0,Eury Pérez,perezeu02
2023-06-25,PIT,1,4,4,0,1,9,0,0,3.03,72,0,18,25,1.0,Eury Pérez,perezeu02
2023-07-01,ATL,-1,5,7,6,0,0,2,0,3.58,13,3,1,-21,0.0,Eury Pérez,perezeu02
2023-07-06,STL,-1,4,3,1,2,7,1,1,3.69,67,1,18,14,1.0,Eury Pérez,perezeu02
2023-08-13,NYY,0,5,4,4,2,5,1,1,4.11,41,1,12,2,0.0,Eury Pérez,perezeu02
2023-08-19,LAD,0,5,2,0,0,10,0,0,3.75,78,1,18,26,1.0,Eury Pérez,perezeu02
2023-08-26,WSN,0,6,3,0,1,7,0,0,3.56,70,1,18,21,1.0,Eury Pérez,perezeu02
2023-09-01,WSN,0,5,5,3,3,5,3,0,4.02,44,0,14,5,0.0,Eury Pérez,perezeu02
