Date,Opp,Dec,DR,H,ER,BB,SO,HR,HBP,FIP,GSc,2B,Outs,points,QS,pitcher,code
2023-05-26,SFG,-1,4,8,4,1,4,2,0,4.42,16,3,7,-9,0.0,Freddy Peralta,peralfr01
2023-06-01,TOR,-1,5,6,3,2,3,2,0,4.74,49,1,18,4,1.0,Freddy Peralta,peralfr01
2023-06-06,BAL,0,4,6,2,0,9,1,0,4.55,56,2,15,14,0.0,Freddy Peralta,peralfr01
2023-06-11,OAK,-1,4,3,4,2,5,2,1,4.81,48,0,15,3,0.0,Freddy Peralta,peralfr01
2023-06-18,PIT,0,6,2,2,3,9,1,0,4.74,66,1,18,18,1.0,Freddy Peralta,peralfr01
2023-06-24,CLE,-1,5,4,3,3,5,0,1,4.67,49,0,15,3,0.0,Freddy Peralta,peralfr01
2023-06-30,PIT,0,5,3,3,2,8,1,0,4.62,56,2,16,13,0.0,Freddy Peralta,peralfr01
2023-07-06,CHC,0,5,4,3,3,10,1,1,4.6,55,2,16,12,0.0,Freddy Peralta,peralfr01
2023-07-15,CIN,1,8,1,0,2,6,0,0,4.45,74,0,18,24,1.0,Freddy Peralta,peralfr01
2023-07-21,ATL,-1,5,6,6,3,5,2,1,4.67,33,1,15,-5,0.0,Freddy Peralta,peralfr01
2023-07-26,CIN,0,4,4,0,0,13,0,0,4.35,77,2,18,27,1.0,Freddy Peralta,peralfr01
2023-08-01,WSN,1,5,6,3,2,7,0,0,4.23,53,1,18,14,1.0,Freddy Peralta,peralfr01
2023-08-07,COL,1,5,1,1,0,13,1,0,4.06,84,0,21,34,1.0,Freddy Peralta,peralfr01
2023-08-13,CHW,1,5,4,0,3,6,0,0,4.0,67,0,18,20,1.0,Freddy Peralta,peralfr01
2023-08-19,TEX,1,5,4,1,2,11,0,0,3.85,66,0,17,23,0.0,Freddy Peralta,peralfr01
2023-08-26,SDP,1,6,2,2,3,9,1,0,3.86,62,0,16,19,0.0,Freddy Peralta,peralfr01
2023-09-01,PHI,0,5,2,1,0,10,1,0,3.78,74,0,18,24,1.0,Freddy Peralta,peralfr01
2023-09-06,PIT,0,4,4,3,1,4,1,0,3.82,51,1,16,9,0.0,Freddy Peralta,peralfr01
2023-09-12,MIA,1,5,2,1,0,9,1,0,3.76,74,0,19,27,1.0,Freddy Peralta,peralfr01
2023-04-08,TEX,1,6,4,1,4,3,0,0,2.68,59,1,18,14,1.0,Justin Steele,steelju01
2023-04-14,LAD,1,5,3,2,1,8,2,0,3.58,70,0,21,24,1.0,Justin Steele,steelju01
2023-04-19,OAK,1,4,4,1,2,5,0,1,3.46,61,2,18,17,1.0,Justin Steele,steelju01
2023-04-25,SDP,1,5,3,0,2,5,0,0,3.29,65,0,16,19,0.0,Justin Steele,steelju01
2023-04-30,MIA,0,4,7,2,1,3,0,1,3.29,50,2,18,8,1.0,Justin Steele,steelju01
2023-05-05,MIA,1,4,6,1,0,4,0,0,3.1,65,0,21,20,1.0,Justin Steele,steelju01
2023-05-10,STL,1,4,7,3,3,3,0,0,3.18,46,0,18,8,1.0,Justin Steele,steelju01
2023-05-16,HOU,-1,5,5,5,1,8,0,1,3.01,49,5,18,6,0.0,Justin Steele,steelju01
2023-05-21,PHI,0,4,4,0,1,6,0,1,2.93,69,2,18,18,1.0,Justin Steele,steelju01
2023-05-26,CIN,-1,4,10,5,0,4,0,0,2.83,23,2,11,-8,0.0,Justin Steele,steelju01
2023-05-31,TBR,0,4,0,0,0,1,0,0,2.82,60,0,9,10,0.0,Justin Steele,steelju01
2023-06-17,BAL,1,16,5,2,1,4,1,0,2.96,52,0,15,12,0.0,Justin Steele,steelju01
2023-06-24,STL,1,6,5,1,1,8,0,0,2.82,65,2,18,21,1.0,Justin Steele,steelju01
2023-06-30,CLE,1,5,3,0,1,6,0,1,2.78,72,0,19,23,1.0,Justin Steele,steelju01
2023-07-05,MIL,0,4,9,3,0,5,1,0,2.84,47,0,18,8,1.0,Justin Steele,steelju01
2023-07-16,BOS,-1,10,9,1,1,6,2,0,3.04,45,2,18,9,1.0,Justin Steele,steelju01
2023-07-21,STL,1,4,6,2,1,9,0,1,2.94,61,0,19,19,1.0,Justin Steele,steelju01
2023-07-27,STL,1,5,5,1,3,4,1,0,3.09,59,1,18,15,1.0,Justin Steele,steelju01
2023-08-01,CIN,1,4,8,3,0,6,1,0,3.1,46,3,18,13,1.0,Justin Steele,steelju01
2023-08-06,ATL,1,4,8,3,4,7,1,0,3.2,41,1,16,8,0.0,Justin Steele,steelju01
2023-08-12,TOR,0,5,6,3,0,7,1,0,3.2,50,1,15,10,0.0,Justin Steele,steelju01
2023-08-19,KCR,1,6,6,2,0,7,0,1,3.12,59,2,18,17,1.0,Justin Steele,steelju01
2023-08-24,PIT,0,4,6,2,2,6,1,0,3.17,54,1,18,12,1.0,Justin Steele,steelju01
2023-08-29,MIL,1,4,6,0,1,8,0,0,3.09,67,0,18,22,1.0,Justin Steele,steelju01
2023-09-04,SFG,1,5,2,0,2,12,0,0,2.98,88,0,24,35,1.0,Justin Steele,steelju01
2023-09-09,ARI,0,4,6,1,0,6,0,0,2.91,67,1,21,19,1.0,Justin Steele,steelju01
2023-09-15,ARI,-1,5,7,6,2,5,2,0,3.06,37,1,18,-1,0.0,Justin Steele,steelju01
2023-04-19,WSN,1,15,5,0,1,6,0,0,1.96,67,1,18,21,1.0,Kyle Bradish,bradiky01
2023-04-25,BOS,-1,5,8,7,4,1,1,0,4.56,10,1,7,-21,0.0,Kyle Bradish,bradiky01
2023-04-30,DET,0,4,6,3,1,5,1,1,4.76,44,2,14,5,0.0,Kyle Bradish,bradiky01
2023-05-06,ATL,0,5,5,3,2,4,1,1,5.09,47,1,15,5,0.0,Kyle Bradish,bradiky01
2023-05-12,PIT,0,5,3,0,1,6,0,0,4.31,69,0,18,20,1.0,Kyle Bradish,bradiky01
2023-05-17,LAA,1,4,4,1,0,5,1,0,4.19,67,0,20,22,1.0,Kyle Bradish,bradiky01
2023-05-23,NYY,0,5,7,4,3,3,1,0,4.49,37,1,15,0,0.0,Kyle Bradish,bradiky01
2023-05-28,TEX,0,4,4,1,1,4,0,0,4.19,65,1,20,17,1.0,Kyle Bradish,bradiky01
2023-06-03,SFG,-1,5,7,3,1,5,0,0,3.97,40,4,12,0,0.0,Kyle Bradish,bradiky01
2023-06-08,MIL,0,4,6,3,1,10,0,0,3.58,52,2,15,12,0.0,Kyle Bradish,bradiky01
2023-06-14,TOR,-1,5,4,1,0,1,1,1,3.78,66,0,21,12,1.0,Kyle Bradish,bradiky01
2023-06-20,TBR,1,5,4,2,2,8,0,1,3.63,57,1,15,15,0.0,Kyle Bradish,bradiky01
2023-06-25,SEA,1,4,2,2,2,7,1,0,3.66,70,1,21,23,1.0,Kyle Bradish,bradiky01
2023-07-01,MIN,-1,5,7,1,1,7,1,0,3.66,60,0,18,12,1.0,Kyle Bradish,bradiky01
2023-07-06,NYY,1,4,3,0,2,5,0,0,3.58,69,0,18,21,1.0,Kyle Bradish,bradiky01
2023-07-16,MIA,1,9,3,0,1,8,0,1,3.45,79,1,22,28,1.0,Kyle Bradish,bradiky01
2023-07-21,TBR,-1,4,6,2,1,5,1,0,3.5,56,2,18,9,1.0,Kyle Bradish,bradiky01
2023-07-26,PHI,-1,4,7,5,2,3,1,0,3.61,41,2,20,1,0.0,Kyle Bradish,bradiky01
2023-08-01,TOR,1,5,4,3,1,7,2,0,3.72,63,1,21,20,1.0,Kyle Bradish,bradiky01
2023-08-06,NYM,0,4,3,0,5,5,0,1,3.77,58,0,14,10,0.0,Kyle Bradish,bradiky01
2023-08-13,SEA,0,6,5,2,1,7,0,0,3.65,60,1,18,15,1.0,Kyle Bradish,bradiky01
2023-08-20,OAK,1,6,2,0,1,8,0,1,3.56,75,0,18,25,1.0,Kyle Bradish,bradiky01
2023-08-26,COL,1,5,6,2,1,8,0,0,3.45,59,2,18,18,1.0,Kyle Bradish,bradiky01
2023-09-02,ARI,1,6,4,2,3,6,0,1,3.44,59,1,18,15,1.0,Kyle Bradish,bradiky01
2023-09-08,BOS,1,5,4,2,0,9,1,0,3.4,65,2,18,22,1.0,Kyle Bradish,bradiky01
2023-09-14,TBR,-1,5,7,4,0,5,1,0,3.41,52,0,21,8,0.0,Kyle Bradish,bradiky01
2023-04-09,TOR,0,5,5,4,2,5,1,1,3.98,42,0,15,4,0.0,Reid Detmers,detmere01
2023-04-16,BOS,-1,6,6,2,1,7,1,1,4.01,59,0,19,11,1.0,Reid Detmers,detmere01
2023-04-23,KCR,0,6,7,2,1,6,2,1,4.74,52,0,17,10,0.0,Reid Detmers,detmere01
2023-04-29,MIL,-1,5,4,4,3,6,0,0,4.38,36,2,13,1,0.0,Reid Detmers,detmere01
2023-05-06,TEX,-1,6,7,3,2,7,0,0,3.96,41,0,12,1,0.0,Reid Detmers,detmere01
2023-05-13,CLE,0,6,6,2,2,3,0,0,3.86,48,3,15,6,0.0,Reid Detmers,detmere01
2023-05-19,MIN,0,5,2,3,3,12,0,0,3.41,62,0,17,18,0.0,Reid Detmers,detmere01
2023-05-26,MIA,-1,6,10,3,2,5,1,0,3.59,38,0,15,-1,0.0,Reid Detmers,detmere01
2023-06-01,HOU,-1,5,6,4,2,2,0,0,3.6,39,2,15,-2,0.0,Reid Detmers,detmere01
2023-06-08,CHC,1,6,5,1,2,8,0,0,3.38,61,2,17,19,0.0,Reid Detmers,detmere01
2023-06-14,TEX,0,5,3,1,3,8,1,0,3.47,67,1,18,18,1.0,Reid Detmers,detmere01
2023-06-20,LAD,0,5,2,0,1,8,0,0,3.26,80,0,21,26,1.0,Reid Detmers,detmere01
2023-06-26,CHW,0,5,2,1,2,10,1,0,3.25,77,0,21,25,1.0,Reid Detmers,detmere01
2023-07-02,ARI,1,5,3,2,2,9,1,0,3.26,65,1,18,21,1.0,Reid Detmers,detmere01
2023-07-08,LAD,-1,5,6,7,1,4,3,3,3.76,23,1,10,-13,0.0,Reid Detmers,detmere01
2023-07-15,HOU,0,6,5,4,3,6,0,0,3.7,49,2,18,8,0.0,Reid Detmers,detmere01
2023-07-22,PIT,-1,6,6,2,2,9,0,1,3.58,54,3,15,8,0.0,Reid Detmers,detmere01
2023-07-29,TOR,-1,6,3,2,2,5,1,0,3.65,53,0,14,7,0.0,Reid Detmers,detmere01
2023-08-04,SEA,0,5,9,7,2,4,3,0,3.99,18,2,12,-9,0.0,Reid Detmers,detmere01
2023-08-11,HOU,-1,6,7,7,3,0,2,0,4.3,12,1,7,-20,0.0,Reid Detmers,detmere01
2023-08-16,TEX,1,4,1,0,4,5,0,0,4.25,77,1,22,25,1.0,Reid Detmers,detmere01
2023-08-23,CIN,-1,6,7,4,2,3,1,2,4.37,38,0,15,-4,0.0,Reid Detmers,detmere01
2023-08-30,PHI,0,6,4,2,3,3,0,2,4.41,46,0,12,2,0.0,Reid Detmers,detmere01
2023-09-05,BAL,0,5,9,1,1,5,0,0,4.29,54,2,20,13,1.0,Reid Detmers,detmere01
2023-09-11,SEA,0,5,5,3,0,7,1,1,4.26,62,1,21,16,1.0,Reid Detmers,detmere01
2023-04-07,MIL,-1,5,4,2,6,3,0,0,6.06,48,0,15,1,0.0,Jack Flaherty,flaheja01
2023-04-12,COL,0,4,5,1,1,6,1,0,5.35,57,1,16,14,0.0,Jack Flaherty,flaheja01
2023-04-17,ARI,-1,4,4,4,3,4,1,0,5.42,49,2,18,4,0.0,Jack Flaherty,flaheja01
2023-04-23,SEA,1,5,5,3,2,9,1,1,5.09,57,1,18,16,1.0,Jack Flaherty,flaheja01
2023-04-28,LAD,-1,4,7,4,2,7,1,1,5.07,37,2,14,0,0.0,Jack Flaherty,flaheja01
2023-05-04,LAA,-1,5,9,10,1,3,1,1,5.33,1,0,7,-24,0.0,Jack Flaherty,flaheja01
2023-05-09,CHC,0,4,7,3,5,3,1,0,5.62,39,3,15,0,0.0,Jack Flaherty,flaheja01
2023-05-15,MIL,1,5,3,0,2,10,0,0,4.97,79,0,21,29,1.0,Jack Flaherty,flaheja01
2023-05-21,LAD,0,5,4,3,4,5,0,0,4.85,45,1,14,5,0.0,Jack Flaherty,flaheja01
2023-05-27,CLE,0,5,7,1,1,4,0,0,4.57,62,3,21,15,1.0,Jack Flaherty,flaheja01
2023-06-02,PIT,0,5,6,1,1,6,0,2,4.41,57,1,16,11,0.0,Jack Flaherty,flaheja01
2023-06-07,TEX,0,4,3,0,5,8,0,0,4.3,69,1,18,18,1.0,Jack Flaherty,flaheja01
2023-06-13,SFG,-1,5,10,6,3,3,0,1,4.32,19,2,13,-13,0.0,Jack Flaherty,flaheja01
2023-06-19,WSN,1,5,10,6,1,5,0,1,4.19,33,4,19,3,0.0,Jack Flaherty,flaheja01
2023-07-01,NYY,1,11,4,0,2,4,0,0,4.1,66,0,18,19,1.0,Jack Flaherty,flaheja01
2023-07-06,MIA,1,4,9,0,2,5,0,0,3.99,59,2,20,17,1.0,Jack Flaherty,flaheja01
2023-07-16,WSN,1,9,3,3,3,7,1,0,4.03,58,1,18,16,1.0,Jack Flaherty,flaheja01
2023-07-21,CHC,-1,4,8,4,1,6,2,0,4.15,45,2,18,4,0.0,Jack Flaherty,flaheja01
2023-07-26,ARI,0,4,8,3,2,4,1,0,4.21,41,2,15,3,0.0,Jack Flaherty,flaheja01
2023-08-03,TOR,1,7,4,1,2,8,0,0,4.07,66,0,18,21,1.0,Jack Flaherty,flaheja01
2023-08-09,HOU,-1,5,6,3,2,8,1,2,4.11,49,1,15,4,0.0,Jack Flaherty,flaheja01
2023-08-15,SDP,-1,5,4,7,4,3,1,0,4.25,22,3,9,-13,0.0,Jack Flaherty,flaheja01
2023-08-27,COL,0,11,7,3,1,3,1,0,4.28,45,2,17,6,0.0,Jack Flaherty,flaheja01
2023-09-03,ARI,0,6,6,4,1,7,2,0,4.36,42,0,14,6,0.0,Jack Flaherty,flaheja01
2023-09-09,BOS,0,5,8,4,1,3,1,0,4.4,28,1,10,-4,0.0,Jack Flaherty,flaheja01
2023-09-15,TBR,-1,5,6,3,1,6,1,0,4.4,43,2,12,2,0.0,Jack Flaherty,flaheja01
2023-04-09,CHC,1,5,6,2,3,4,1,0,5.93,50,0,17,11,0.0,Jon Gray,grayjo02
2023-04-15,HOU,0,5,1,1,1,2,0,0,5.47,51,0,6,4,0.0,Jon Gray,grayjo02
2023-04-21,OAK,0,5,6,3,5,2,1,1,6.26,39,0,16,0,0.0,Jon Gray,grayjo02
2023-04-26,CIN,0,4,4,3,2,2,0,1,5.75,52,1,18,7,1.0,Jon Gray,grayjo02
2023-05-02,ARI,0,5,8,4,1,2,2,0,6.13,37,0,16,1,0.0,Jon Gray,grayjo02
2023-05-08,SEA,1,5,4,1,0,8,1,1,5.6,73,0,21,25,1.0,Jon Gray,grayjo02
2023-05-13,OAK,1,4,3,0,2,5,0,0,5.1,79,1,24,27,1.0,Jon Gray,grayjo02
2023-05-20,COL,1,6,5,1,2,6,0,0,4.8,57,1,15,15,0.0,Jon Gray,grayjo02
2023-05-26,BAL,1,5,4,1,1,8,1,0,4.61,72,1,21,25,1.0,Jon Gray,grayjo02
2023-06-02,SEA,1,6,2,0,1,5,0,1,4.4,77,0,21,25,1.0,Jon Gray,grayjo02
2023-06-07,STL,-1,4,4,1,0,12,1,1,4.16,87,1,27,29,1.0,Jon Gray,grayjo02
2023-06-18,TOR,0,10,6,6,3,2,0,1,4.23,20,1,7,-13,0.0,Jon Gray,grayjo02
2023-06-24,NYY,-1,5,3,1,2,4,1,0,4.31,59,0,15,9,0.0,Jon Gray,grayjo02
2023-06-30,HOU,-1,5,7,5,2,4,1,0,4.36,40,1,18,0,0.0,Jon Gray,grayjo02
2023-07-05,BOS,-1,4,9,3,3,2,0,0,4.35,39,2,18,-1,1.0,Jon Gray,grayjo02
2023-07-14,CLE,0,8,5,4,3,4,2,0,4.55,47,0,18,6,0.0,Jon Gray,grayjo02
2023-07-19,TBR,0,4,8,0,1,4,0,0,4.45,50,1,13,8,0.0,Jon Gray,grayjo02
2023-07-24,HOU,0,4,7,6,3,6,0,0,4.37,32,2,15,-1,0.0,Jon Gray,grayjo02
2023-08-05,MIA,1,11,7,5,2,6,0,0,4.26,38,2,16,6,0.0,Jon Gray,grayjo02
2023-08-11,SFG,1,5,2,0,0,7,0,0,4.09,80,0,21,29,1.0,Jon Gray,grayjo02
2023-08-16,LAA,-1,4,6,1,2,4,1,1,4.15,63,0,21,11,1.0,Jon Gray,grayjo02
2023-08-22,ARI,-1,5,7,5,3,5,0,0,4.12,30,0,12,-6,0.0,Jon Gray,grayjo02
2023-08-28,NYM,0,5,4,3,1,9,2,0,4.16,60,0,18,16,1.0,Jon Gray,grayjo02
2023-09-03,MIN,0,5,7,3,4,8,1,0,4.19,45,1,15,6,0.0,Jon Gray,grayjo02
2023-09-10,OAK,0,6,4,3,2,3,1,0,4.26,37,0,8,-1,0.0,Jon Gray,grayjo02
2023-09-15,CLE,-1,4,7,3,2,3,1,2,4.37,36,0,11,-6,0.0,Jon Gray,grayjo02
2023-04-06,LAD,-1,5,6,2,4,4,0,0,4.12,45,3,17,4,0.0,Merrill Kelly,kellyme01
2023-04-11,MIL,-1,4,1,3,4,7,1,1,4.69,61,0,18,10,1.0,Merrill Kelly,kellyme01
2023-04-17,STL,1,5,5,1,0,3,0,1,4.15,61,2,18,16,1.0,Merrill Kelly,kellyme01
2023-04-22,SDP,-1,4,3,4,5,7,1,0,4.51,47,1,15,3,0.0,Merrill Kelly,kellyme01
2023-04-28,COL,1,5,6,1,1,5,0,0,4.06,60,0,18,17,1.0,Merrill Kelly,kellyme01
2023-05-05,WSN,1,6,4,1,1,10,1,0,3.82,74,0,21,27,1.0,Merrill Kelly,kellyme01
2023-05-10,MIA,0,4,4,4,1,6,1,0,3.83,53,1,18,11,0.0,Merrill Kelly,kellyme01
2023-05-15,OAK,1,4,4,1,1,9,1,0,3.72,71,0,21,26,1.0,Merrill Kelly,kellyme01
2023-05-21,PIT,1,5,3,2,2,4,0,0,3.64,53,1,15,13,0.0,Merrill Kelly,kellyme01
2023-05-28,BOS,1,6,4,1,2,10,0,0,3.39,69,1,19,24,1.0,Merrill Kelly,kellyme01
2023-06-02,ATL,1,4,5,2,3,8,2,0,3.64,64,1,21,20,1.0,Merrill Kelly,kellyme01
2023-06-09,DET,1,6,7,3,2,5,1,0,3.73,50,1,19,12,1.0,Merrill Kelly,kellyme01
2023-06-14,PHI,0,4,3,3,4,7,1,0,3.83,57,1,18,12,1.0,Merrill Kelly,kellyme01
2023-06-19,MIL,1,4,3,1,1,7,0,0,3.66,73,0,21,25,1.0,Merrill Kelly,kellyme01
2023-06-24,SFG,-1,4,10,5,2,2,1,1,3.83,23,2,15,-9,0.0,Merrill Kelly,kellyme01
2023-07-30,SEA,-1,4,7,3,2,6,1,0,3.8,45,0,15,3,0.0,Merrill Kelly,kellyme01
2023-08-04,MIN,0,4,6,2,1,9,2,1,3.89,60,0,18,15,1.0,Merrill Kelly,kellyme01
2023-08-09,LAD,0,4,6,0,2,2,0,0,3.88,60,0,18,12,1.0,Merrill Kelly,kellyme01
2023-08-14,COL,0,4,5,2,1,11,2,0,3.91,64,2,18,19,1.0,Merrill Kelly,kellyme01
2023-08-19,SDP,1,4,5,3,4,3,2,0,4.13,45,1,16,7,0.0,Merrill Kelly,kellyme01
2023-08-24,CIN,0,4,1,0,0,12,0,0,3.91,87,1,21,32,1.0,Merrill Kelly,kellyme01
2023-08-29,LAD,-1,4,12,7,3,1,0,0,3.93,13,4,15,-16,0.0,Merrill Kelly,kellyme01
2023-09-04,COL,1,5,4,1,1,12,0,0,3.76,76,0,21,29,1.0,Merrill Kelly,kellyme01
2023-09-09,CHC,0,4,4,1,5,6,0,0,3.76,58,0,17,12,0.0,Merrill Kelly,kellyme01
2023-09-14,NYM,-1,4,6,7,4,7,1,0,3.81,30,2,15,-5,0.0,Merrill Kelly,kellyme01
2023-04-04,MIL,-1,4,8,5,2,2,3,0,7.5,32,1,16,-5,0.0,Max Scherzer,scherma01
2023-04-10,SDP,1,5,1,0,3,6,0,0,6.02,68,0,15,20,0.0,Max Scherzer,scherma01
2023-04-19,LAD,0,8,1,0,2,3,0,0,5.59,58,0,9,9,0.0,Max Scherzer,scherma01
2023-05-03,DET,-1,13,8,6,1,3,2,0,6.26,22,1,10,-11,0.0,Max Scherzer,scherma01
2023-05-14,WSN,1,10,2,1,2,6,0,1,5.61,63,1,15,17,0.0,Max Scherzer,scherma01
2023-05-21,CLE,0,6,3,0,1,5,0,0,4.98,70,0,18,19,1.0,Max Scherzer,scherma01
2023-05-26,COL,1,4,6,1,0,8,1,0,4.61,69,2,21,24,1.0,Max Scherzer,scherma01
2023-06-01,PHI,1,5,5,1,1,9,0,0,4.1,69,0,21,25,1.0,Max Scherzer,scherma01
2023-06-07,ATL,0,5,11,5,0,10,1,0,3.88,37,2,17,6,0.0,Max Scherzer,scherma01
2023-06-13,NYY,0,5,7,6,0,2,2,2,4.34,24,1,10,-9,0.0,Max Scherzer,scherma01
2023-06-19,HOU,1,5,4,1,1,8,1,0,4.2,77,0,24,28,1.0,Max Scherzer,scherma01
2023-06-24,PHI,1,4,7,2,1,8,1,0,4.12,57,1,18,17,1.0,Max Scherzer,scherma01
2023-06-29,MIL,0,4,7,2,2,9,1,0,4.07,57,1,18,14,1.0,Max Scherzer,scherma01
2023-07-04,ARI,1,4,5,4,2,9,3,0,4.34,53,0,18,15,0.0,Max Scherzer,scherma01
2023-07-09,SDP,-1,4,6,5,3,7,2,0,4.51,39,1,15,0,0.0,Max Scherzer,scherma01
2023-07-16,LAD,0,6,1,0,3,6,0,0,4.39,78,0,21,23,1.0,Max Scherzer,scherma01
2023-07-22,BOS,-1,5,6,5,2,7,4,0,4.76,45,0,18,4,0.0,Max Scherzer,scherma01
2023-07-28,WSN,1,5,6,1,2,7,1,0,4.71,66,2,21,21,1.0,Max Scherzer,scherma01
2023-08-03,CHW,1,5,7,3,2,9,0,0,4.53,53,0,18,15,1.0,Max Scherzer,scherma01
2023-08-08,OAK,1,4,3,1,2,6,1,0,4.51,71,0,21,23,1.0,Max Scherzer,scherma01
2023-08-14,LAA,1,5,1,0,1,11,0,0,4.29,85,0,21,33,1.0,Max Scherzer,scherma01
2023-08-20,MIL,-1,5,3,3,4,4,0,1,4.32,43,2,11,-2,0.0,Max Scherzer,scherma01
2023-08-26,MIN,0,5,4,2,1,10,1,0,4.24,70,2,21,22,1.0,Max Scherzer,scherma01
2023-09-01,MIN,0,5,1,0,2,7,0,0,4.14,75,0,18,22,1.0,Max Scherzer,scherma01
2023-09-06,HOU,-1,4,6,7,2,4,3,0,4.37,21,1,9,-12,0.0,Max Scherzer,scherma01
2023-09-12,TOR,1,5,3,0,1,2,0,0,4.33,63,2,16,17,0.0,Max Scherzer,scherma01
2023-04-08,MIA,1,5,3,1,3,6,1,0,3.52,65,0,18,19,1.0,Kodai Senga,sengako01
2023-04-14,OAK,0,5,7,4,4,7,2,0,4.95,37,0,14,2,0.0,Kodai Senga,sengako01
2023-04-20,SFG,1,5,5,4,4,4,2,0,5.97,41,0,15,5,0.0,Kodai Senga,sengako01
2023-04-26,WSN,-1,5,5,2,4,7,0,0,5.38,52,1,15,6,0.0,Kodai Senga,sengako01
2023-05-05,COL,1,8,2,0,4,4,0,0,5.1,68,0,18,19,1.0,Kodai Senga,sengako01
2023-05-11,CIN,-1,5,8,5,1,7,1,0,4.91,37,2,15,0,0.0,Kodai Senga,sengako01
2023-05-17,TBR,0,5,3,1,3,12,0,0,4.33,71,2,18,22,1.0,Kodai Senga,sengako01
2023-05-24,CHC,-1,6,6,3,5,6,0,0,4.28,44,2,15,1,0.0,Kodai Senga,sengako01
2023-05-30,PHI,1,5,1,0,0,9,0,0,3.82,84,0,21,32,1.0,Kodai Senga,sengako01
2023-06-04,TOR,0,4,4,3,5,3,1,0,4.18,34,2,8,-4,0.0,Kodai Senga,sengako01
2023-06-10,PIT,1,5,2,0,4,6,0,0,4.08,73,0,21,24,1.0,Kodai Senga,sengako01
2023-06-17,STL,-1,6,5,4,1,8,2,1,4.23,55,1,20,10,0.0,Kodai Senga,sengako01
2023-06-23,PHI,-1,5,5,2,3,6,0,0,4.12,49,1,16,7,0.0,Kodai Senga,sengako01
2023-06-28,MIL,0,4,5,2,2,8,0,1,3.98,55,2,15,11,0.0,Kodai Senga,sengako01
2023-07-05,ARI,1,6,4,1,1,12,1,0,3.83,81,0,24,32,1.0,Kodai Senga,sengako01
2023-07-15,LAD,0,9,4,1,2,9,1,1,3.83,67,0,18,18,1.0,Kodai Senga,sengako01
2023-07-21,BOS,0,5,3,2,1,3,0,0,3.79,46,1,10,5,0.0,Kodai Senga,sengako01
2023-07-27,WSN,0,5,2,1,3,5,0,1,3.77,66,0,18,15,1.0,Kodai Senga,sengako01
2023-08-02,KCR,-1,5,11,3,2,6,0,0,3.69,39,2,17,1,0.0,Kodai Senga,sengako01
2023-08-07,CHC,1,4,7,2,2,6,0,0,3.62,54,0,18,14,1.0,Kodai Senga,sengako01
2023-08-13,ATL,1,5,4,3,2,7,0,0,3.54,57,1,18,16,1.0,Kodai Senga,sengako01
2023-08-19,STL,1,5,2,1,2,5,1,0,3.59,72,0,21,23,1.0,Kodai Senga,sengako01
2023-08-25,LAA,-1,5,4,2,3,10,0,1,3.52,65,1,20,15,1.0,Kodai Senga,sengako01
2023-09-01,SEA,0,6,5,1,2,12,1,0,3.47,73,1,21,24,1.0,Kodai Senga,sengako01
2023-09-08,MIN,0,6,4,2,4,5,1,0,3.56,57,1,18,11,1.0,Kodai Senga,sengako01
2023-09-14,ARI,1,5,2,0,2,10,0,0,3.46,76,0,18,27,1.0,Kodai Senga,sengako01
2023-04-09,TEX,-1,6,6,4,1,7,0,0,1.93,43,4,15,4,0.0,Jameson Taillon,taillja01
2023-04-15,LAD,0,5,2,0,2,7,0,0,1.83,68,0,15,18,0.0,Jameson Taillon,taillja01
2023-05-04,WSN,0,18,3,3,0,4,1,0,2.38,45,0,9,4,0.0,Jameson Taillon,taillja01
2023-05-09,STL,0,4,5,4,2,5,2,0,3.62,35,0,8,-2,0.0,Jameson Taillon,taillja01
2023-05-15,HOU,0,5,7,4,1,1,0,1,3.71,34,2,14,-2,0.0,Jameson Taillon,taillja01
2023-05-20,PHI,-1,4,6,6,3,1,2,0,4.91,15,0,7,-16,0.0,Jameson Taillon,taillja01
2023-05-27,CIN,0,6,6,4,1,5,0,0,4.44,40,2,14,4,0.0,Jameson Taillon,taillja01
2023-06-02,SDP,1,5,3,1,0,3,0,0,4.1,62,1,17,18,0.0,Jameson Taillon,taillja01
2023-06-07,LAA,-1,4,5,4,4,5,2,0,4.65,43,1,16,1,0.0,Jameson Taillon,taillja01
2023-06-13,PIT,1,5,6,3,2,4,2,0,4.98,50,1,18,11,1.0,Jameson Taillon,taillja01
2023-06-18,BAL,-1,4,8,4,2,1,1,1,5.18,35,2,16,-5,0.0,Jameson Taillon,taillja01
2023-06-27,PHI,-1,8,7,5,1,8,2,0,5.24,40,2,15,2,0.0,Jameson Taillon,taillja01
2023-07-02,CLE,0,4,6,4,0,6,1,1,5.14,41,1,15,6,0.0,Jameson Taillon,taillja01
2023-07-07,NYY,1,4,1,0,2,4,0,0,4.91,82,0,24,28,1.0,Jameson Taillon,taillja01
2023-07-18,WSN,0,10,7,3,1,4,1,0,4.89,46,2,17,7,0.0,Jameson Taillon,taillja01
2023-07-23,STL,1,4,8,1,1,6,0,0,4.67,54,1,17,15,0.0,Jameson Taillon,taillja01
2023-07-29,STL,1,5,2,1,4,4,0,0,4.62,64,0,18,17,1.0,Jameson Taillon,taillja01
2023-08-03,CIN,1,4,7,2,2,5,1,0,4.64,48,2,15,10,0.0,Jameson Taillon,taillja01
