PA_30,AB_30,R_30,H_30,RBI_30,BB_30,SO_30,BA_30,OBP_30,SLG_30,OPS_30,Date,Team,PA_all,AB_all,R_all,H_all,RBI_all,BB_all,SO_all,BA_all,OBP_all,SLG_all,OPS_all
35.76470588235294,32.94117647058823,4.411764705882353,8.176470588235293,4.235294117647059,1.8823529411764706,7.294117647058823,0.22899999999999998,0.2679411764705883,0.3609411764705883,0.6288823529411764,2023-04-18,ARI,35.76470588235294,32.94117647058823,4.411764705882353,8.176470588235293,4.235294117647059,1.8823529411764706,7.294117647058823,0.22899999999999998,0.2679411764705883,0.3609411764705883,0.6288823529411764
36.05555555555556,33.333333333333336,4.611111111111111,8.5,4.444444444444445,1.8333333333333333,7.277777777777778,0.23044444444444442,0.26972222222222225,0.36366666666666675,0.6333888888888889,2023-04-19,ARI,36.05555555555556,33.333333333333336,4.611111111111111,8.5,4.444444444444445,1.8333333333333333,7.277777777777778,0.23044444444444442,0.26972222222222225,0.36366666666666675,0.6333888888888889
36.31578947368421,33.526315789473685,4.631578947368421,8.631578947368421,4.473684210526316,1.894736842105263,7.421052631578948,0.23184210526315785,0.2714736842105263,0.36652631578947376,0.6379473684210527,2023-04-20,ARI,36.31578947368421,33.526315789473685,4.631578947368421,8.631578947368421,4.473684210526316,1.894736842105263,7.421052631578948,0.23184210526315785,0.2714736842105263,0.36652631578947376,0.6379473684210527
36.5,33.8,4.65,8.8,4.45,1.85,7.45,0.23324999999999996,0.2731,0.36915000000000003,0.6422000000000001,2023-04-21,ARI,36.5,33.8,4.65,8.8,4.45,1.85,7.45,0.23324999999999996,0.2731,0.36915000000000003,0.6422000000000001
36.61904761904762,33.904761904761905,4.857142857142857,8.952380952380953,4.666666666666667,1.9047619047619047,7.523809523809524,0.23471428571428568,0.27476190476190476,0.37152380952380953,0.6462380952380953,2023-04-22,ARI,36.61904761904762,33.904761904761905,4.857142857142857,8.952380952380953,4.666666666666667,1.9047619047619047,7.523809523809524,0.23471428571428568,0.27476190476190476,0.37152380952380953,0.6462380952380953
36.59090909090909,33.95454545454545,4.7727272727272725,8.954545454545455,4.590909090909091,1.8181818181818181,7.5,0.23604545454545453,0.27622727272727277,0.37354545454545457,0.6497272727272728,2023-04-23,ARI,36.59090909090909,33.95454545454545,4.7727272727272725,8.954545454545455,4.590909090909091,1.8181818181818181,7.5,0.23604545454545453,0.27622727272727277,0.37354545454545457,0.6497272727272728
36.608695652173914,33.82608695652174,4.782608695652174,8.826086956521738,4.608695652173913,1.9565217391304348,7.521739130434782,0.23713043478260867,0.2775217391304348,0.37569565217391304,0.6531739130434783,2023-04-24,ARI,36.608695652173914,33.82608695652174,4.782608695652174,8.826086956521738,4.608695652173913,1.9565217391304348,7.521739130434782,0.23713043478260867,0.2775217391304348,0.37569565217391304,0.6531739130434783
36.625,33.583333333333336,4.791666666666667,8.75,4.625,2.2083333333333335,7.458333333333333,0.238125,0.27891666666666665,0.3774583333333333,0.6563333333333333,2023-04-25,ARI,36.625,33.583333333333336,4.791666666666667,8.75,4.625,2.2083333333333335,7.458333333333333,0.238125,0.27891666666666665,0.3774583333333333,0.6563333333333333
36.76,33.68,4.76,8.8,4.56,2.24,7.52,0.23904,0.2802,0.3790799999999999,0.6592399999999999,2023-04-26,ARI,36.76,33.68,4.76,8.8,4.56,2.24,7.52,0.23904,0.2802,0.3790799999999999,0.6592399999999999
36.57692307692308,33.42307692307692,4.653846153846154,8.692307692307692,4.461538461538462,2.230769230769231,7.576923076923077,0.23984615384615385,0.28142307692307694,0.38034615384615383,0.6616923076923076,2023-04-28,ARI,36.57692307692308,33.42307692307692,4.653846153846154,8.692307692307692,4.461538461538462,2.230769230769231,7.576923076923077,0.23984615384615385,0.28142307692307694,0.38034615384615383,0.6616923076923076
36.74074074074074,33.44444444444444,4.814814814814815,8.74074074074074,4.62962962962963,2.2962962962962963,7.444444444444445,0.24062962962962964,0.28259259259259256,0.38155555555555554,0.6640740740740739,2023-04-29,ARI,36.74074074074074,33.44444444444444,4.814814814814815,8.74074074074074,4.62962962962963,2.2962962962962963,7.444444444444445,0.24062962962962964,0.28259259259259256,0.38155555555555554,0.6640740740740739
37.0,33.75,5.035714285714286,9.0,4.857142857142857,2.2857142857142856,7.535714285714286,0.24157142857142858,0.28382142857142856,0.38303571428571426,0.6667857142857141,2023-04-30,ARI,37.0,33.75,5.035714285714286,9.0,4.857142857142857,2.2857142857142856,7.535714285714286,0.24157142857142858,0.28382142857142856,0.38303571428571426,0.6667857142857141
37.0,33.724137931034484,5.0,8.931034482758621,4.827586206896552,2.3448275862068964,7.517241379310345,0.24237931034482757,0.28493103448275864,0.3843793103448276,0.6692758620689654,2023-05-02,ARI,37.0,33.724137931034484,5.0,8.931034482758621,4.827586206896552,2.3448275862068964,7.517241379310345,0.24237931034482757,0.28493103448275864,0.3843793103448276,0.6692758620689654
